ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,TotalSpendings,Age,Tenure,TotalChildren,TotalSpent,TotalPurchases,Education_Encoded,Marital_Status_Encoded,Cluster
456,1986,2n Cycle,Married,8.922791623969637,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,36,39,6.230481447578482,1,3.6109179126442243,5,,1.0,6
5012,1989,Graduation,Married,10.264373617246324,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,36,5.8888779583328805,1,3.5553480614894135,4,1.0,1.0,6
7495,1948,PhD,Married,10.937098990986824,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,156,77,5.2574953720277815,1,5.056245805348308,8,3.0,1.0,8
5029,1946,Graduation,Married,9.803722464346553,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,14,79,5.793013608384144,0,2.70805020110221,3,1.0,1.0,0
10642,1989,Graduation,Single,10.318242707551384,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,36,6.304448802421981,1,3.6375861597263857,4,1.0,0.0,6
2106,1974,2n Cycle,Married,9.910016194498828,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,51,4.653960350157523,0,3.5553480614894135,4,,1.0,0
10364,1959,Graduation,Divorced,10.056036950996413,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,20,66,5.863631175598097,0,3.044522437723423,3,1.0,0.0,6
5954,1972,Master,Divorced,10.66005544221451,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,192,53,5.575949103146316,1,5.262690188904886,9,2.0,0.0,7
1137,1964,Graduation,Single,11.305249176433387,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,1379,61,5.209486152841421,0,7.22983877815125,16,1.0,0.0,1
2541,1976,Graduation,Married,10.086975095970052,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,48,49,5.955837369464831,1,3.8918202981106265,5,1.0,1.0,6
1142,1953,PhD,Married,10.927879042172982,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,428,72,5.247024072160486,1,6.061456918928017,14,3.0,1.0,2
2276,1955,Graduation,Single,10.967508396434619,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,868,70,6.049733455231958,1,6.767343125265392,22,1.0,0.0,5
2807,1969,Graduation,Married,10.947238786412973,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,1001,56,6.212606095751519,1,6.90975328164481,24,1.0,1.0,5
6471,1971,Master,Single,10.497670384943484,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,59,54,5.545177444479562,1,4.0943445622221,6,2.0,0.0,0
6131,1980,2n Cycle,Married,11.168037918747668,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,431,45,5.351858133476067,2,6.068425588244111,14,,1.0,2
6233,1976,Graduation,Married,11.097288801540568,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,971,49,6.493753839851686,1,6.879355804460439,24,1.0,1.0,5
4148,1972,Graduation,Married,10.571034834045788,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,348,53,6.520621127558696,3,5.855071922202427,12,1.0,1.0,6
4947,1966,2n Cycle,Single,11.402809214265503,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,2059,59,6.481577129276431,0,7.630461261783627,23,,0.0,9
3225,1984,Master,Married,10.65036505551704,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,265,41,6.12029741895095,1,5.583496308781699,10,2.0,1.0,7
7540,1952,Graduation,Married,10.825780236605917,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,270,73,3.58351893845611,1,5.602118820879701,11,1.0,1.0,8
10648,1982,2n Cycle,Together,11.107435356549558,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,1289,43,6.466144724237619,0,7.162397497355718,18,,1.0,9
1992,1964,Graduation,Married,11.012017168212456,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,893,61,5.19295685089021,1,6.795705775173514,12,1.0,1.0,2
7851,1949,Graduation,Widow,11.158619142203678,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,926,76,5.638354669333745,0,6.831953565565855,21,1.0,0.0,9
8594,1958,PhD,Widow,10.83014437040946,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,135,67,5.030437921392435,1,4.912654885736052,7,3.0,0.0,8
7059,1963,Graduation,Married,11.291343194222971,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,1495,62,1.3862943611198906,0,7.310550158534422,18,1.0,1.0,3
2815,1975,Graduation,Married,10.409823111029255,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,120,50,4.836281906951478,1,4.795790545596741,7,1.0,1.0,0
2416,1969,PhD,Single,11.106204568690059,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,1288,56,4.77912349311153,0,7.161622002939187,19,3.0,0.0,1
7999,1955,PhD,Together,11.22873063833592,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,1743,70,6.07073772800249,0,7.463936604468925,16,3.0,1.0,9
9213,1970,Graduation,Widow,10.369765500040804,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,15,55,6.408528791059498,1,2.772588722239781,3,1.0,0.0,6
9697,1951,Graduation,Married,10.892861445910619,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,542,74,4.7535901911063645,2,6.297109319933935,17,1.0,1.0,2
3916,1971,PhD,Together,10.805070655538008,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,890,54,6.52795791762255,1,6.792344427470809,22,3.0,1.0,5
2021,1975,Graduation,Married,11.02609302225752,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,1388,50,6.131226489483141,1,7.236339342754344,29,1.0,1.0,9
1581,1980,Graduation,Married,10.529613131664696,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,17,45,5.572154032177765,1,2.8903717578961645,3,1.0,1.0,0
564,1981,PhD,Together,10.949718235522484,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,906,44,6.543911845564792,1,6.810142450115136,23,3.0,1.0,5
6619,1978,Graduation,Married,10.556229318461034,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,44,47,6.298949246855942,2,3.8066624897703196,4,1.0,1.0,6
9081,1988,Graduation,Single,9.929106565153747,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,25,37,3.7612001156935624,1,3.258096538021482,4,1.0,0.0,4
178,1956,Graduation,Married,11.04298583367658,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,973,69,6.208590026096629,1,6.881411303642535,22,1.0,1.0,5
916,1972,PhD,Single,10.636936592369441,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,31,53,3.9512437185814275,2,3.4657359027997265,4,3.0,0.0,4
5512,1977,Master,Married,10.93029946092149,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,518,48,3.6375861597263857,1,6.251903883165888,16,2.0,1.0,8
8970,1972,PhD,Married,11.035067067645114,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,530,53,6.421622267806518,1,6.274762021241939,15,3.0,1.0,5
10581,1977,Graduation,Married,10.624371488067673,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,506,48,6.408528791059498,1,6.2285110035911835,14,1.0,1.0,7
5300,1973,Master,Married,10.57034209114115,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,70,52,5.204006687076795,1,4.2626798770413155,5,2.0,1.0,0
5154,1972,Master,Divorced,10.539032102959615,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,53,5.777652323222656,1,4.007333185232471,5,2.0,0.0,0
8346,1974,Graduation,Single,10.380777075082664,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,296,51,6.522092798170152,1,5.6937321388027,10,1.0,0.0,7
1676,1975,Graduation,Married,10.670303323021274,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,266,50,5.493061443340548,1,5.58724865840025,11,1.0,1.0,2
9286,1960,Master,Together,11.328425537248224,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,747,65,6.4425401664681985,0,6.617402977974478,18,2.0,1.0,9
2426,1964,PhD,Divorced,11.27499817066327,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,895,61,6.483107351457199,0,6.79794041297493,28,3.0,0.0,9
5172,1976,Master,Together,11.083756630162828,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,1053,49,5.429345628954441,1,6.960347729101308,15,2.0,1.0,2
5562,1974,Graduation,Married,11.003665281928944,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,735,51,5.910796644040527,1,6.601230118728877,19,1.0,1.0,5
3436,1969,Graduation,Married,9.550092936718967,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,20,56,5.043425116919247,1,3.044522437723423,4,1.0,1.0,0
3921,1952,2n Cycle,Widow,10.256184595105637,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,205,73,6.413458957167357,0,5.327876168789581,9,,0.0,7
3403,1958,PhD,Together,11.27660801769523,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,2092,67,6.467698726104354,1,7.646353722445999,19,3.0,1.0,5
22,1976,Graduation,Divorced,10.74313479284995,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,309,49,6.352629396319567,1,5.736572297479192,12,1.0,0.0,7
10965,1955,Graduation,Together,11.238567563520709,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,1722,70,6.20050917404269,0,7.45182223652793,21,1.0,1.0,5
9426,1964,Master,Single,10.973511734352114,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,900,61,6.280395838960195,1,6.803505257608338,11,2.0,0.0,7
6605,1944,PhD,Divorced,10.92620822802613,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,682,81,5.3706380281276624,0,6.52649485957079,19,3.0,0.0,2
3136,1962,Master,Divorced,10.992604906642436,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,663,63,6.093569770045136,1,6.498282149476434,19,2.0,0.0,5
8737,1978,Graduation,Divorced,10.92529078851728,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,43,47,4.454347296253507,1,3.784189633918261,5,1.0,0.0,4
11088,1971,PhD,Together,11.272673902618335,0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1816,54,6.075346031088684,1,7.504942068396171,17,3.0,1.0,5
716,1949,PhD,Together,11.125968028417804,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,976,76,3.6635616461296463,1,6.884486652042782,24,3.0,1.0,1
466,1944,Graduation,Married,11.086379713250825,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,746,81,6.115892125483034,0,6.616065185132817,20,1.0,1.0,9
9135,1950,Graduation,Together,10.211119300295529,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,64,75,6.541029999189903,2,4.174387269895637,4,1.0,1.0,6
10623,1961,Master,Together,10.785828455707216,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,32,64,5.424950017481403,1,3.4965075614664802,4,2.0,1.0,0
8151,1990,Basic,Married,10.097408245173435,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,263,35,6.306275286948016,0,5.575949103146316,8,0.0,1.0,7
5140,1985,PhD,Married,11.072185448770925,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1445,40,6.51471269087253,1,7.27655640271871,19,3.0,1.0,5
10160,1956,Master,Together,10.838482269204055,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,69,5.924255797414532,1,3.8501476017100584,4,2.0,1.0,0
4945,1953,Graduation,Widow,10.890311302595522,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,1210,72,6.396929655216146,0,7.099201743553092,26,1.0,0.0,5
10584,1976,Graduation,Married,11.092336566716217,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,945,49,5.3471075307174685,1,6.852242569051878,23,1.0,1.0,9
6071,1989,Graduation,Single,11.304892176460372,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,1157,36,5.846438775057725,0,7.05444965813294,21,1.0,0.0,9
3386,1992,Graduation,Married,10.461273095165398,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,137,33,5.924255797414532,0,4.927253685157205,7,1.0,1.0,7
8939,1959,Graduation,Divorced,11.022735454804309,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,730,66,6.329720905522696,1,6.594413459749778,19,1.0,0.0,5
9925,1981,PhD,Together,10.588249676561633,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,216,44,5.993961427306569,1,5.37989735354046,9,3.0,1.0,7
4320,1979,Graduation,Single,11.004646595470813,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,943,46,6.129050210060545,1,6.8501261661455,22,1.0,0.0,9
5389,1964,Graduation,Married,10.797962031129387,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,347,61,5.53338948872752,2,5.8522024797744745,13,1.0,1.0,7
6036,1959,Master,Together,11.397750275924011,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,1924,66,4.653960350157523,0,7.562681246721884,18,2.0,1.0,1
182,1946,PhD,Together,10.694781794235597,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,397,79,6.028278520230698,1,5.986452005284438,13,3.0,1.0,7
203,1975,Master,Single,11.304300999755222,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,2089,50,6.091309882077698,0,7.644919344958857,21,2.0,0.0,9
11025,1961,Graduation,Married,10.50353211483375,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,138,64,6.238324625039508,2,4.9344739331306915,7,1.0,1.0,6
10203,1990,Graduation,Single,10.169537324860794,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,35,5.8998973535824915,1,3.7612001156935624,4,1.0,0.0,6
4607,1959,Graduation,Together,11.17560486859362,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,777,66,5.739792912179234,0,6.656726524178391,16,1.0,1.0,9
3711,1944,Master,Married,11.29209174394291,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,1902,81,4.795790545596741,0,7.551186867296149,19,2.0,1.0,1
3696,1965,Graduation,Divorced,10.329767847024877,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,52,60,5.0369526024136295,2,3.970291913552122,5,1.0,0.0,0
2532,1987,Master,Single,11.204428252804528,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,1651,38,4.795790545596741,0,7.409741954080923,12,2.0,0.0,2
9214,1991,Graduation,Married,10.661766828033855,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,358,34,5.762051382780177,0,5.883322388488279,12,1.0,1.0,2
4943,1953,Graduation,Married,11.163424724779496,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,1727,72,6.45833828334479,0,7.454719949364001,15,1.0,1.0,5
35,1987,Graduation,Married,10.148236027602723,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,210,38,6.492239835020471,1,5.351858133476067,7,1.0,1.0,7
2258,1986,Graduation,Married,10.400650262332935,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,42,39,6.35088571671474,1,3.7612001156935624,4,1.0,1.0,6
4322,1958,PhD,Together,11.26271899410633,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,1291,67,5.3706380281276624,0,7.163946684342547,19,3.0,1.0,1
713,1977,Master,Married,10.82683333888396,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,442,48,3.091042453358316,0,6.093569770045136,14,2.0,1.0,3
4702,1964,Graduation,Single,11.032305683261304,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,1895,61,6.532334292222349,0,7.547501682814967,16,1.0,0.0,5
3281,1960,PhD,Married,10.802733849801024,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,411,65,5.476463551931511,2,6.021023349349527,13,3.0,1.0,7
702,1975,2n Cycle,Widow,10.772330219222972,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,521,50,6.214608098422191,1,6.257667587882639,15,,0.0,5
2004,1969,Graduation,Single,11.193821522510108,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1168,56,5.652489180268651,1,7.063903961472068,16,1.0,0.0,9
4769,1977,Master,Together,10.967422126322845,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,493,48,2.4849066497880004,2,6.202535517187923,16,2.0,1.0,8
4437,1962,Graduation,Married,11.087007618289336,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,260,63,6.068425588244111,2,5.564520407322694,10,1.0,1.0,7
8724,1982,Graduation,Single,10.260042489274284,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,46,43,5.934894195619588,1,3.8501476017100584,5,1.0,0.0,0
10741,1951,Master,Together,10.765385454579738,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,319,74,6.09807428216624,1,5.768320995793772,12,2.0,1.0,7
1991,1967,Graduation,Together,10.71290551476146,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,96,58,5.093750200806762,1,4.574710978503383,6,1.0,1.0,8
6931,1967,Graduation,Divorced,11.251339897239722,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,1062,58,4.90527477843843,0,6.968850378341948,15,1.0,0.0,1
11096,1952,2n Cycle,Together,10.955147986308445,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,232,73,5.786897381366708,1,5.4510384535657,10,,1.0,2
304,1981,Master,Single,10.040855326828934,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,76,44,5.241747015059643,1,4.343805421853684,6,2.0,0.0,0
3665,1977,2n Cycle,Together,10.139191885895196,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,54,48,5.459585514144159,1,4.007333185232471,6,,1.0,0
10591,1969,Graduation,Widow,10.683706524927356,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,201,56,6.541029999189903,1,5.308267697401205,9,1.0,0.0,7
5036,1984,PhD,Single,10.662211777281856,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,406,41,6.361302477572996,1,6.008813185442595,12,3.0,0.0,7
5547,1982,PhD,Married,11.340593842205621,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,1919,43,5.7899601708972535,0,7.560080465021827,19,3.0,1.0,9
7822,1976,Graduation,Together,10.897831321694126,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,662,49,5.968707559985366,1,6.4967749901858625,18,1.0,1.0,2
8541,1990,2n Cycle,Married,10.113910539440958,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,41,35,4.736198448394496,1,3.7376696182833684,6,,1.0,0
10955,1964,Graduation,Widow,11.357685859144864,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,1600,61,5.159055299214529,0,7.3783837129967145,13,1.0,0.0,1
4368,1980,Graduation,Married,10.775847295304315,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,134,45,5.342334251964811,1,4.90527477843843,7,1.0,1.0,0
9671,1968,Graduation,Married,9.878938679614715,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,69,57,5.043425116919247,2,4.248495242049359,6,1.0,1.0,0
2256,1973,Master,Married,10.209500581672632,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,21,52,4.532599493153256,2,3.091042453358316,4,2.0,1.0,4
4279,1963,2n Cycle,Single,10.58529568842608,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,54,62,4.51085950651685,2,4.007333185232471,5,,0.0,4
5371,1989,Graduation,Single,9.974644746852457,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,91,36,4.418840607796598,1,4.5217885770490405,6,1.0,0.0,0
9240,1971,PhD,Single,11.010481285232153,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,526,54,4.962844630259907,1,6.267200548541362,16,3.0,0.0,2
9460,1963,Graduation,Married,10.017708696626151,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,162,62,6.082218910376446,0,5.093750200806762,7,1.0,1.0,7
9504,1949,Master,Married,11.310797040871105,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,1008,76,5.4638318050256105,0,6.9167150203536085,24,2.0,1.0,1
8692,1952,Graduation,Together,10.679665280420206,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,240,73,6.486160788944089,2,5.484796933490655,10,1.0,1.0,7
448,1978,PhD,Single,10.9129224838081,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,795,47,6.186208623900494,1,6.679599185844383,19,3.0,0.0,5
8314,1982,Graduation,Married,11.28864376621187,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1772,43,6.111467339502679,0,7.480428306074208,18,1.0,1.0,9
8420,1970,2n Cycle,Married,9.636653312597184,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,64,55,5.802118375377063,0,4.174387269895637,6,,1.0,0
3174,1959,Graduation,Together,11.38249782215576,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1957,66,6.0014148779611505,1,7.579678823090456,19,1.0,1.0,5
7685,1978,Graduation,Married,10.405474227634915,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,78,47,5.683579767338681,1,4.3694478524670215,6,1.0,1.0,0
3179,1980,Graduation,Single,11.311323224643747,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,1572,45,5.937536205082426,0,7.360739903058278,19,1.0,0.0,9
9780,1971,Master,Together,11.177452728682098,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,795,54,5.91350300563827,1,6.679599185844383,24,2.0,1.0,9
10681,1970,2n Cycle,Married,11.042393696283407,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,889,55,5.111987788356544,1,6.7912214627261855,21,,1.0,2
