ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Tenure,TotalChildren,TotalSpent,TotalPurchases,Education_Encoded,Marital_Status_Encoded,Cluster,Income_Spent_Ratio,WebPurchase_Frequency
5176,1988,Graduation,Together,23.158773234871443,1,0,2013-12-08,2597.236253306186,7,6,13,7,6,14,1,1,0,3,27.15144744237459,1,0,0,0,0,0,3,11,0,37,10.681912637442178,1.7020814183399917,11.484990716624,41.35358213126374,2.5056222389647376,1.1246697110587993,0,0.4959239679988928,0.09361619346097307
5552,1963,Master,Divorced,23.764598098792654,1,1,2013-05-13,1496.9087376739692,81,18,113,47,13,21,6,4,2,5,19.873137580630683,0,0,0,0,0,0,3,11,0,62,11.35878801591544,2.4537164081085545,13.976359351951082,91.78250711097529,3.378942072431193,0.6466636811464398,0,0.5881167985189341,0.35215024652237314
868,1966,Graduation,Married,23.66240768780117,0,1,2014-06-08,2915.752113094459,54,0,7,0,0,4,1,2,0,3,19.873137580630683,0,0,0,0,0,0,3,11,0,59,8.544673211403456,1.7020814183399917,11.780013695010377,48.55771427122254,2.5056222389647376,1.1246697110587993,0,0.4978366466521241,0.23406395429270038
380,1954,Graduation,Divorced,24.10570672112098,0,1,2012-09-10,541.3611583091496,1170,48,320,42,32,192,5,11,4,9,24.72534415512662,1,0,0,0,0,0,3,11,1,71,11.80575716199278,1.7020814183399917,16.644356535026013,185.43622493043958,2.5056222389647376,0.6466636811464398,1,0.6904737010030297,0.9317487941741832
2677,1956,Graduation,Together,23.697275771033308,0,1,2013-03-31,367.62523478827325,72,24,68,65,4,8,5,3,1,6,15.02093100613474,0,0,0,0,0,0,3,11,0,69,11.453837845986548,1.7020814183399917,13.690199608614034,84.5783749710165,2.5056222389647376,1.1246697110587993,0,0.5777119589986136,0.26192094216273604
6521,1954,Graduation,Together,24.33642748760506,0,0,2014-03-18,570.317145562629,613,22,319,33,102,12,1,4,6,9,7.742621144390828,0,0,0,0,0,0,3,11,0,71,10.035361110837435,0.9504464285714286,15.91891761186848,149.41556423064563,2.5056222389647376,1.1246697110587993,1,0.6541189178229321,0.3985905395751331
6927,1968,PhD,Married,23.651034291130046,1,1,2012-10-05,2076.028482743557,224,0,30,0,0,10,8,5,1,5,24.72534415512662,0,0,0,0,0,0,3,11,0,57,11.768585164760868,2.4537164081085545,13.823680761125985,91.78250711097529,4.252261905897649,1.1246697110587993,0,0.5844852529899862,0.4248599071171014
2877,1974,Master,Together,23.695084270270023,1,1,2013-01-21,657.1851073230671,410,0,59,19,9,44,10,7,1,8,22.299240867878652,0,0,0,0,0,0,3,11,0,51,11.58905931186996,2.4537164081085545,14.875651070688615,127.80316781076925,3.378942072431193,1.1246697110587993,0,0.6277948160476872,0.6040179631171902
0,1985,Graduation,Married,24.221681429987864,0,0,2013-05-04,1960.2045337296395,239,10,554,254,87,54,1,3,4,9,7.742621144390828,0,0,0,0,0,0,3,11,0,40,11.3794761197553,0.9504464285714286,16.042944103100574,127.80316781076925,2.5056222389647376,1.1246697110587993,1,0.6623381679538757,0.2636325230114821
1584,1977,Graduation,Married,23.567855021659987,1,0,2014-04-01,2336.6323680248715,171,7,171,25,19,89,6,8,1,5,24.72534415512662,0,0,0,0,0,0,3,11,0,48,9.896612146392844,1.7020814183399917,14.706213247378518,113.39490353085166,2.5056222389647376,1.1246697110587993,0,0.6239945567325835,0.8083574340049157
7264,1978,2n Cycle,Single,23.848354336036742,2,1,2014-05-12,107.02134950695877,12,0,4,0,0,1,1,1,0,2,24.72534415512662,0,0,0,0,0,0,3,11,0,47,9.313148466615967,3.2053513978771173,9.86982778140672,34.14944999130495,,0.6466636811464398,0,0.413857813513473,0.10737507337981489
6274,1948,Master,Married,24.423938669364045,0,0,2013-11-15,2394.5443425318304,1076,16,417,42,48,16,1,8,10,6,12.59482771888677,0,1,1,0,0,0,3,11,0,77,10.784433243146921,0.9504464285714286,16.481744361713314,185.43622493043958,3.378942072431193,1.1246697110587993,1,0.6748192658372111,0.7418099606749091
1377,1954,Master,Widow,23.65579296403005,0,1,2013-08-31,744.0530690835053,182,4,33,0,0,66,2,4,1,5,22.299240867878652,0,0,0,0,0,0,3,11,0,71,11.061566817939333,1.7020814183399917,13.93579996144798,84.5783749710165,3.378942072431193,0.6466636811464398,0,0.5891072847415489,0.3616124248793502
454,1980,Graduation,Together,24.196694655472584,1,0,2012-11-14,1438.9967631670106,824,32,162,42,32,43,2,11,4,11,19.873137580630683,0,0,0,0,0,0,3,11,0,45,11.705942312095232,1.7020814183399917,15.963591539156365,199.84448921035718,2.5056222389647376,1.1246697110587993,1,0.6597426535506521,0.9396936792208678
1755,1988,2n Cycle,Together,23.673487405494832,1,0,2014-04-11,2742.016189573583,30,11,25,29,1,18,1,1,1,4,12.59482771888677,0,0,0,0,0,0,3,11,0,37,9.783580362385708,1.7020814183399917,12.596373991018778,55.761846411181324,,1.1246697110587993,0,0.5320878067206543,0.10221206991303865
2075,1969,Graduation,Married,24.247273245159427,0,0,2013-11-14,1670.6446611948456,377,10,540,80,30,10,1,3,5,7,7.742621144390828,0,0,0,0,0,0,3,11,0,56,10.788651539982546,0.9504464285714286,15.84505094041852,120.59903567081047,2.5056222389647376,1.1246697110587993,1,0.6534776418037739,0.27806996906722353
4785,1970,PhD,Together,24.330956639059323,0,2,2014-04-14,135.97733676043816,520,7,154,19,0,14,2,6,3,11,12.59482771888677,0,0,0,0,0,0,3,11,0,55,9.746900955645106,2.4537164081085545,15.282916540491946,156.61969637060443,4.252261905897649,1.1246697110587993,1,0.6281264139017763,0.615580278008774
9076,1980,PhD,Married,23.20424618534518,1,0,2013-01-05,1323.172814153093,155,1,25,0,1,3,4,4,1,4,24.72534415512662,0,0,0,0,0,0,3,11,0,45,11.617869309897973,1.7020814183399917,13.303260160391673,77.3742428310577,4.252261905897649,1.1246697110587993,0,0.5733114557624995,0.3442972109001222
7079,1962,Graduation,Divorced,24.094150927468945,0,1,2012-09-08,1149.4368906322165,897,23,207,15,11,92,5,9,6,12,19.873137580630683,0,0,0,0,0,0,3,11,0,63,11.808669640662067,1.7020814183399917,16.099473503567864,207.04862135031598,2.5056222389647376,0.6466636811464398,1,0.6681901160174682,0.7621518997372344
4653,1978,Graduation,Together,23.584408216213646,1,0,2013-03-26,1381.0847886600518,131,0,16,2,1,39,4,3,1,4,24.72534415512662,0,0,0,0,0,0,3,11,0,47,11.46430317309113,1.7020814183399917,13.334541865215463,70.17011069109891,2.5056222389647376,1.1246697110587993,0,0.5653965002203585,0.26168184447891807
7375,1976,Graduation,Together,23.828956360986304,0,1,2012-10-25,2481.4123042922683,297,7,79,0,11,182,2,8,2,4,24.72534415512662,0,0,0,0,0,0,3,11,0,49,11.737774782244582,1.7020814183399917,14.96764973573671,113.39490353085166,2.5056222389647376,1.1246697110587993,1,0.6281286309392186,0.6815601890829756
709,1952,Graduation,Divorced,23.832926857993293,0,1,2012-12-09,830.9210308439434,787,20,204,0,0,92,3,2,2,11,24.72534415512662,0,0,0,0,0,0,3,11,0,73,11.664606853418746,1.7020814183399917,15.921583405275257,120.59903567081047,2.5056222389647376,0.6466636811464398,1,0.6680498580867896,0.171458843416898
460,1972,PhD,Married,24.366587128031377,0,0,2012-08-08,2133.940457250516,792,86,740,67,51,17,1,3,5,8,10.168724431638799,0,0,0,0,0,0,3,11,0,53,11.852718069071903,0.9504464285714286,16.60221854651018,127.80316781076925,4.252261905897649,1.1246697110587993,1,0.6813518224475085,0.2531065011854203
3726,1986,PhD,Together,23.33852383351106,1,0,2014-02-16,1960.2045337296395,4,1,9,3,0,0,1,1,0,2,24.72534415512662,0,0,0,0,0,0,3,11,0,39,10.278586132620081,1.7020814183399917,9.86982778140672,34.14944999130495,4.252261905897649,1.1246697110587993,0,0.4228985454184956,0.09728964539455517
6798,1966,Graduation,Single,23.432254655205014,1,1,2013-03-20,917.7889926043815,231,7,137,4,15,39,9,5,1,8,22.299240867878652,0,0,0,0,0,0,3,11,1,59,11.47671275529996,2.4537164081085545,14.548944478055216,113.39490353085166,2.5056222389647376,0.6466636811464398,0,0.6208939213121539,0.4356648202849717
5341,1962,2n Cycle,Divorced,24.3973081123398,0,1,2013-01-05,107.02134950695877,983,76,184,180,138,27,1,6,3,4,22.299240867878652,0,0,1,0,0,0,3,11,0,63,11.617869309897973,1.7020814183399917,16.45697311370609,106.19077139089288,,0.6466636811464398,1,0.6745405287308068,0.5164458163501834
1606,1971,Graduation,Together,23.481120853042277,1,0,2013-05-15,1931.24854647616,3,1,8,4,3,3,1,1,0,2,24.72534415512662,0,0,0,0,0,0,3,11,0,54,11.354129458296644,1.7020814183399917,10.23020305928042,34.14944999130495,2.5056222389647376,1.1246697110587993,0,0.43567779933959017,0.08807368311881313
9617,1951,Graduation,Single,22.334737002171785,0,0,2014-04-16,1120.4809033787374,0,4,5,6,0,4,1,1,0,3,12.59482771888677,0,0,0,0,0,0,3,11,0,74,9.721645261624305,0.9504464285714286,10.02472719540491,41.35358213126374,2.5056222389647376,0.6466636811464398,0,0.4488401719003956,0.10286324722703559
3233,1965,PhD,Married,24.072217227643847,0,1,2013-03-23,2626.192240559665,562,21,464,28,10,32,3,7,8,11,17.44703429338271,0,0,0,0,0,0,3,11,0,60,11.470528022927232,1.7020814183399917,15.940109829778372,199.84448921035718,4.252261905897649,1.1246697110587993,1,0.6621787132874991,0.6102596136819889
89,1975,2n Cycle,Married,22.809441601944393,1,0,2013-12-09,1467.9527504204898,5,9,20,6,8,21,2,2,0,4,19.873137580630683,0,0,0,0,0,0,3,11,0,50,10.677196849156871,1.7020814183399917,11.866520095591342,55.761846411181324,,1.1246697110587993,0,0.5202459710622543,0.18731508168812405
2936,1982,Master,Together,22.886287579696482,1,0,2013-12-04,1381.0847886600518,18,0,4,0,0,1,1,1,0,3,22.299240867878652,0,0,0,0,0,0,3,11,0,43,10.700547416841438,1.7020814183399917,10.292773551578222,41.35358213126374,3.378942072431193,1.1246697110587993,0,0.44973539355109005,0.09345316281913899
9449,1958,PhD,Single,24.364013265602978,0,1,2013-10-04,975.7009671113403,415,5,124,15,35,11,1,5,2,11,12.59482771888677,0,0,0,0,0,0,3,11,0,67,10.947346599124042,1.7020814183399917,15.039744238847423,142.21143209068683,4.252261905897649,0.6466636811464398,1,0.6172933857362686,0.45673167965651856
7297,1973,Graduation,Single,21.489238565581342,1,0,2013-12-26,1612.7326866878868,5,3,10,12,7,20,4,3,1,3,22.299240867878652,0,0,0,0,0,0,3,11,0,52,10.593265566063142,1.7020814183399917,11.590048589363537,62.96597855114012,2.5056222389647376,0.6466636811464398,0,0.5393419852449758,0.28319879090078487
11004,1893,2n Cycle,Single,24.021501630700197,0,1,2014-05-17,715.0970818300259,8,0,5,7,0,2,1,1,0,2,15.02093100613474,0,0,0,0,0,0,3,11,0,132,9.209859517407459,1.7020814183399917,10.23020305928042,34.14944999130495,,0.6466636811464398,0,0.4258769171285243,0.10857928919653013
313,1968,Graduation,Widow,24.2638579697257,0,0,2013-10-28,2886.7961258409796,901,61,757,186,163,20,1,6,5,10,12.59482771888677,0,1,0,0,0,0,3,11,0,57,10.857663238861004,0.9504464285714286,16.859187108059327,163.8238285105632,2.5056222389647376,0.6466636811464398,1,0.6948271428679946,0.5526050926432504
9940,1958,Graduation,Together,24.11442375192717,0,1,2012-12-23,2857.8401385875004,382,114,276,75,124,38,2,6,4,4,12.59482771888677,0,0,0,0,0,0,3,11,0,67,11.640656851431839,1.7020814183399917,15.790752235368505,113.39490353085166,2.5056222389647376,1.1246697110587993,1,0.6548260243667048,0.5154348312622908
10735,1971,Graduation,Single,22.84142649399172,1,0,2013-07-31,2220.808419010954,14,1,7,2,1,1,1,2,0,2,27.15144744237459,0,0,0,0,0,0,3,11,0,54,11.15504565506538,1.7020814183399917,10.465936363929611,41.35358213126374,2.5056222389647376,0.6466636811464398,0,0.4581997699085302,0.1792910635997104
9529,1990,Graduation,Married,24.2676926585715,0,0,2013-11-28,280.7572730278351,559,153,503,218,13,181,1,3,9,9,10.168724431638799,0,0,0,1,0,0,3,11,1,35,10.72783819386078,0.9504464285714286,16.492621239890106,163.8238285105632,2.5056222389647376,1.1246697110587993,1,0.6796122512316723,0.2796462759586372
6439,1958,Graduation,Married,24.039393125675872,0,1,2012-08-17,1120.4809033787374,789,0,133,0,28,152,7,11,5,8,22.299240867878652,0,0,0,0,0,0,3,11,0,67,11.840136754328363,1.7020814183399917,15.920251112786232,185.43622493043958,2.5056222389647376,1.1246697110587993,1,0.6622567811739895,0.9290433234209701
7411,1964,PhD,Married,23.241420483024307,1,1,2014-06-05,946.7449798578609,11,0,5,0,0,1,2,1,0,3,19.873137580630683,0,0,0,0,0,0,3,11,0,61,8.667349910614732,2.4537164081085545,9.86982778140672,41.35358213126374,4.252261905897649,1.1246697110587993,0,0.4246654282002991,0.11537551965858904
2176,1972,Graduation,Married,24.369686799413333,1,0,2013-05-20,1207.3488651391754,1218,16,272,104,0,80,2,5,3,6,19.873137580630683,0,1,1,1,0,0,3,11,1,53,11.342383155160876,1.7020814183399917,16.548440920497594,113.39490353085166,2.5056222389647376,1.1246697110587993,1,0.6790584161670873,0.4408244662167809
9265,1953,Graduation,Married,24.28960774559454,0,1,2013-01-09,2191.8524317574747,925,64,179,133,12,77,2,9,4,6,17.44703429338271,0,0,0,0,0,0,3,11,0,72,11.61074748882712,1.7020814183399917,16.261318035970273,149.41556423064563,2.5056222389647376,1.1246697110587993,1,0.6694763540971395,0.7751438922137089
8867,1988,PhD,Married,24.161875762215512,0,0,2012-08-31,2655.148227813145,864,134,768,150,38,172,1,4,10,5,12.59482771888677,0,0,0,0,0,0,3,11,0,37,11.82023196106938,0.9504464285714286,16.88569020580979,149.41556423064563,4.252261905897649,1.1246697110587993,1,0.6988567597974217,0.33840283449379266
8932,1969,Master,Together,24.11844180559386,0,1,2012-10-29,1699.600648448325,960,28,183,220,70,70,4,9,6,6,19.873137580630683,0,0,0,0,0,0,3,11,0,56,11.731492200166446,1.7020814183399917,16.40326606802081,163.8238285105632,3.378942072431193,1.1246697110587993,1,0.6801130106264307,0.7671658341870873
10236,1975,Master,Single,23.22106465531894,1,0,2013-09-16,1757.5126229552836,16,3,25,6,1,13,2,2,0,3,24.72534415512662,0,0,0,0,0,0,3,11,0,50,11.009504643546556,1.7020814183399917,11.757567691671012,48.55771427122254,3.378942072431193,0.6466636811464398,0,0.5063319820255469,0.1816612158996945
6340,1985,Graduation,Single,23.17241584157004,1,0,2013-10-27,1554.820712180928,3,3,7,0,2,11,2,1,0,3,19.873137580630683,0,0,0,0,0,0,3,11,0,40,10.86157225031448,1.7020814183399917,10.465936363929611,41.35358213126374,2.5056222389647376,0.6466636811464398,0,0.45165495196898275,0.09206770225839511
10089,1974,Graduation,Divorced,24.67130721668309,0,0,2013-04-05,193.88931126739692,168,148,444,32,172,148,1,6,9,13,10.168724431638799,0,1,1,1,1,0,3,11,1,51,11.443257132575695,0.9504464285714286,15.933520017485726,214.25275349027476,2.5056222389647376,0.6466636811464398,1,0.6458320135834251,0.5243262412516895
2227,1958,2n Cycle,Together,23.023622703266174,0,0,2012-09-22,2713.0602023201036,45,47,52,21,20,25,2,3,1,5,19.873137580630683,0,0,0,0,0,0,3,11,0,67,11.788094191268911,0.9504464285714286,13.48866729411495,77.3742428310577,,1.1246697110587993,0,0.585862071662659,0.2544940642077674
10992,1967,Graduation,Together,24.300499264228712,1,1,2012-08-29,2278.7203935179127,650,28,353,45,42,30,5,4,6,11,24.72534415512662,0,0,0,0,0,0,3,11,0,58,11.823100904865118,2.4537164081085545,15.98032029784931,163.8238285105632,2.5056222389647376,1.1246697110587993,1,0.6576128384890004,0.3383207190893575
5304,1974,PhD,Single,23.210836233220213,1,0,2012-10-13,1062.5689288717786,24,0,8,0,0,1,2,1,0,3,19.873137580630683,0,0,0,0,0,0,3,11,0,51,11.756379455104806,1.7020814183399917,10.8048487108249,41.35358213126374,4.252261905897649,0.6466636811464398,0,0.46550880813852785,0.08506020104393484
309,1961,PhD,Together,24.083732778545695,0,1,2012-10-16,1438.9967631670106,918,21,118,13,10,21,3,8,3,5,19.873137580630683,0,1,0,0,0,0,3,11,0,64,11.75176199157776,1.7020814183399917,15.91891761186848,127.80316781076925,4.252261905897649,1.1246697110587993,1,0.6609821558080645,0.6807489809386398
3406,1964,Graduation,Single,23.694423404994417,0,1,2012-10-22,2857.8401385875004,138,33,87,28,24,12,4,3,2,7,12.59482771888677,0,0,0,0,0,0,3,11,0,61,11.742459873657115,1.7020814183399917,14.114663380635449,98.98663925093408,2.5056222389647376,0.6466636811464398,1,0.5956955836984114,0.25548309572938477
2661,1964,Graduation,Single,22.600222159635518,1,1,2013-06-04,2799.9281640805416,12,4,2,10,6,10,4,2,0,4,17.44703429338271,0,0,0,0,0,0,3,11,0,61,11.306256141954407,2.4537164081085545,11.21694436045069,55.761846411181324,2.5056222389647376,0.6466636811464398,0,0.49632009283892764,0.17689321512702602
3153,1957,PhD,Single,23.546960952776107,2,1,2013-12-08,744.0530690835053,11,0,4,0,0,2,1,1,0,2,24.72534415512662,0,0,0,0,0,0,3,11,0,68,10.681912637442178,3.2053513978771173,9.86982778140672,34.14944999130495,4.252261905897649,0.6466636811464398,0,0.41915505789476837,0.09361619346097307
10264,1979,Graduation,Divorced,22.35511072412715,1,0,2012-10-10,1786.468610208763,1,2,8,4,3,13,2,1,1,2,22.299240867878652,1,0,0,0,0,0,3,11,1,46,11.76097480778804,1.7020814183399917,10.715719321749722,41.35358213126374,2.5056222389647376,0.6466636811464398,0,0.4793409191297179,0.08502696556562697
1184,1968,PhD,Divorced,24.199595358870827,0,2,2013-05-22,1381.0847886600518,554,41,215,11,0,24,3,10,2,10,17.44703429338271,0,0,0,0,0,0,3,11,0,57,11.337644078937767,2.4537164081085545,15.530255728136549,171.027960650522,4.252261905897649,0.6466636811464398,1,0.6417568350969817,0.8820174570991567
4200,1970,Master,Married,23.645045874508547,1,0,2014-06-17,2510.368291545748,167,2,62,24,13,7,4,4,1,6,17.44703429338271,0,0,0,0,0,0,3,11,0,55,8.039802192825427,1.7020814183399917,13.883474699886477,91.78250711097529,3.378942072431193,1.1246697110587993,0,0.5871620961773685,0.4975246783521027
9396,1978,PhD,Married,23.453295430199987,1,0,2012-11-23,946.7449798578609,9,0,6,4,1,5,1,1,0,2,27.15144744237459,0,0,0,0,0,0,3,11,0,47,11.691265817270924,1.7020814183399917,10.410451112627044,34.14944999130495,4.252261905897649,1.1246697110587993,0,0.44388009964782477,0.08553393752477596
2387,1952,Master,Together,23.634452990472482,1,1,2013-02-03,309.7132602813145,177,2,71,3,2,20,6,5,2,4,24.72534415512662,0,0,0,0,0,0,3,11,1,73,11.564997120160687,2.4537164081085545,13.883474699886477,91.78250711097529,3.378942072431193,1.1246697110587993,0,0.5874252602961948,0.432339061397927
6690,1966,Master,Married,23.468100189503563,1,1,2013-03-14,917.7889926043815,38,4,22,4,2,20,4,3,1,3,22.299240867878652,0,0,0,0,0,0,3,11,0,59,11.488963912979457,2.4537164081085545,12.252244012813474,62.96597855114012,3.378942072431193,1.1246697110587993,0,0.5220807783279134,0.2611201517145338
1225,1963,Graduation,Married,24.369535038753746,0,0,2014-06-26,1410.0407759135312,483,84,398,205,84,241,1,3,7,8,7.742621144390828,1,0,0,0,0,0,3,11,0,62,6.908692978132666,0.9504464285714286,16.36830626503461,142.21143209068683,2.5056222389647376,1.1246697110587993,1,0.6716708480077626,0.4342355362288603
9703,1970,PhD,Married,23.465485626776776,1,1,2012-10-15,2076.028482743557,77,2,35,0,1,69,4,3,2,2,22.299240867878652,1,0,0,0,0,0,3,11,1,55,11.75330361598148,2.4537164081085545,13.29533461741875,62.96597855114012,4.252261905897649,1.1246697110587993,0,0.566591070344066,0.25524738388624363
291,1970,Graduation,Married,24.255302158640472,0,0,2013-06-19,425.537209295232,182,74,298,162,149,116,1,3,3,6,7.742621144390828,0,0,0,0,0,0,3,11,0,55,11.268715723755133,0.9504464285714286,15.749419020575843,98.98663925093408,2.5056222389647376,1.1246697110587993,1,0.6493186074355055,0.26622377150537385
4557,1970,Graduation,Together,22.801642810006424,1,0,2013-10-04,367.62523478827325,10,7,19,8,2,21,2,2,2,2,19.873137580630683,0,0,0,0,0,0,3,11,0,55,10.947346599124042,1.7020814183399917,11.823903063519289,55.761846411181324,2.5056222389647376,1.1246697110587993,0,0.5185548761570113,0.18269267186260743
2379,1953,Graduation,Single,24.192471040434565,0,0,2012-09-22,946.7449798578609,778,44,499,95,73,146,2,3,4,5,22.299240867878652,0,0,0,0,0,0,3,11,1,72,11.788094191268911,0.9504464285714286,16.499828041875343,98.98663925093408,2.5056222389647376,0.6466636811464398,1,0.682023263117605,0.2544940642077674
5726,1983,Master,Single,23.24532867003861,1,0,2014-03-20,483.44918380219076,16,7,23,0,8,6,3,3,0,4,17.44703429338271,0,0,0,0,0,1,3,11,0,42,10.016726331438175,1.7020814183399917,11.664191256808369,62.96597855114012,3.378942072431193,0.6466636811464398,0,0.5017864630945222,0.29949904796583054
3066,1975,PhD,Together,24.055827529601643,0,1,2014-02-04,107.02134950695877,167,0,43,6,2,13,2,4,2,4,17.44703429338271,0,0,0,0,0,0,3,11,0,50,10.360893205262919,1.7020814183399917,13.628157294752317,84.5783749710165,4.252261905897649,1.1246697110587993,0,0.566522073621551,0.3860671006596381
6336,1960,Graduation,Married,23.146843918408813,1,1,2014-04-06,1641.6886739413662,13,2,14,8,7,4,4,2,0,4,19.873137580630683,0,0,0,0,0,0,3,11,0,65,9.841759446669636,2.4537164081085545,11.342142064039415,55.761846411181324,2.5056222389647376,1.1246697110587993,0,0.49000814556056804,0.20321569642476703
10967,1963,Graduation,Divorced,23.30468038515895,1,1,2013-02-06,1149.4368906322165,33,6,40,3,7,10,3,2,0,4,22.299240867878652,0,0,0,0,0,0,3,11,0,62,11.559357568270045,2.4537164081085545,12.39089812714327,55.761846411181324,2.5056222389647376,0.6466636811464398,0,0.5316913994252471,0.17301999598056528
2304,1963,PhD,Together,24.139472790136544,0,1,2013-09-16,2539.324278799227,625,7,99,10,22,7,2,6,3,12,15.02093100613474,0,0,0,0,0,0,3,11,0,62,11.009504643546556,1.7020814183399917,15.393777036388133,163.8238285105632,4.252261905897649,1.1246697110587993,1,0.6377014597716514,0.5449836476990835
3445,1956,Graduation,Single,24.032203993333923,0,0,2013-01-17,1670.6446611948456,216,162,224,101,92,162,2,7,4,10,17.44703429338271,0,0,0,0,0,0,3,11,1,69,11.596343301184273,0.9504464285714286,15.713041461746172,163.8238285105632,2.5056222389647376,0.6466636811464398,1,0.653832726540798,0.6036385624496928
7828,1981,Master,Together,24.335023047007347,0,0,2014-04-30,888.8330053509022,68,129,396,188,22,15,1,3,3,5,7.742621144390828,0,0,0,0,0,0,3,11,0,44,9.523365627578132,0.9504464285714286,15.482569883248033,91.78250711097529,3.378942072431193,1.1246697110587993,1,0.6362258154981298,0.3150146825521939
3762,1986,PhD,Single,24.202959187586707,0,0,2013-04-02,917.7889926043815,196,0,512,33,130,54,1,3,5,8,7.742621144390828,0,0,0,1,0,0,3,11,1,39,11.449619549150924,0.9504464285714286,15.663094079469438,127.80316781076925,4.252261905897649,0.6466636811464398,1,0.6471561579752106,0.26201743971680463
4391,1968,Master,Divorced,24.09327503804674,0,1,2013-04-21,1902.2925592226807,635,15,100,20,7,131,1,9,3,9,19.873137580630683,0,0,0,0,0,0,3,11,0,57,11.408592922165829,1.7020814183399917,15.635852821370314,163.8238285105632,3.378942072431193,0.6466636811464398,1,0.6489716651920113,0.7888790547091782
4669,1981,Basic,Married,22.92766629434066,1,0,2013-02-11,1381.0847886600518,4,19,9,28,25,17,3,3,0,4,22.299240867878652,0,0,0,0,0,0,3,11,0,44,11.549884036401467,1.7020814183399917,12.434355024797163,62.96597855114012,1.6323024054982818,1.1246697110587993,0,0.542329727987466,0.2597428675945991
10144,1976,Graduation,Together,23.828956360986304,0,1,2012-10-25,2481.4123042922683,297,7,79,0,11,182,2,8,2,4,24.72534415512662,0,0,0,0,0,0,3,11,0,49,11.737774782244582,1.7020814183399917,14.96764973573671,113.39490353085166,2.5056222389647376,1.1246697110587993,1,0.6281286309392186,0.6815601890829756
8652,1946,Graduation,Together,23.454680994574094,0,0,2012-08-31,628.2291200695877,84,5,38,150,12,28,2,4,1,6,22.299240867878652,0,0,0,0,0,0,3,11,0,79,11.82023196106938,0.9504464285714286,14.091727117299296,91.78250711097529,2.5056222389647376,1.1246697110587993,1,0.6008065989283425,0.33840283449379266
1672,1974,PhD,Together,24.127068345583496,0,1,2014-03-01,2191.8524317574747,204,7,149,20,15,66,1,5,1,8,10.168724431638799,0,0,0,0,0,0,3,11,0,51,10.180653444674245,1.7020814183399917,14.640860947891198,113.39490353085166,4.252261905897649,1.1246697110587993,1,0.6068230395082889,0.49112761053816495
8962,1975,Master,Married,23.64944391967752,1,1,2014-04-17,570.317145562629,26,0,8,0,0,3,2,2,0,3,17.44703429338271,0,0,0,0,0,0,3,11,0,50,9.708763712711505,2.4537164081085545,10.968370933477104,48.55771427122254,3.378942072431193,1.1246697110587993,0,0.463789802869355,0.20599945154514748
9974,1974,Graduation,Married,23.2002431873678,1,0,2013-07-12,2220.808419010954,15,6,20,4,5,20,1,3,1,2,22.299240867878652,0,0,0,0,0,0,3,11,0,51,11.20814087975576,1.7020814183399917,11.887374128378806,55.761846411181324,2.5056222389647376,1.1246697110587993,0,0.5123814449863746,0.2676625884867869
10983,1952,Graduation,Together,24.293669178299808,0,0,2013-01-29,541.3611583091496,304,98,230,150,74,74,1,6,3,13,12.59482771888677,0,0,0,0,0,0,3,11,0,73,11.574323345017916,0.9504464285714286,15.671011086544354,171.027960650522,2.5056222389647376,1.1246697110587993,1,0.6450656330062484,0.5183888354547013
8148,1956,Master,Together,23.81775516717942,1,1,2013-01-08,2597.236253306186,285,28,242,55,114,135,13,6,2,12,17.44703429338271,0,0,0,0,0,0,3,11,0,69,11.612532905128045,2.4537164081085545,15.554385912556238,156.61969637060443,3.378942072431193,1.1246697110587993,1,0.6530584349103561,0.5166831430333709
10102,1966,Graduation,Widow,24.366830525255317,0,0,2014-05-12,599.2731328161083,395,183,565,166,141,28,1,5,11,5,12.59482771888677,0,0,0,0,0,0,3,11,0,59,9.313148466615967,0.9504464285714286,16.351503971739163,163.8238285105632,2.5056222389647376,0.6466636811464398,1,0.6710558418663205,0.5368753668990744
4697,1949,Master,Divorced,23.37675003712431,0,0,2013-06-13,1844.3805847157219,248,3,81,4,3,51,3,7,1,5,24.72534415512662,0,0,0,0,0,0,3,11,0,76,11.283908563258002,0.9504464285714286,14.395549859133155,106.19077139089288,3.378942072431193,0.6466636811464398,1,0.6158062962675209,0.6203524213935043
9262,1984,2n Cycle,Together,23.26904297241514,0,0,2013-07-04,367.62523478827325,20,6,5,0,9,12,1,1,0,3,22.299240867878652,1,0,0,0,0,0,3,11,0,41,11.229646787805276,0.9504464285714286,11.457509829387629,41.35358213126374,,1.1246697110587993,0,0.49239282608099594,0.08904999586326616
7254,1969,Graduation,Together,23.47388323679534,1,0,2013-12-27,2191.8524317574747,39,0,56,20,8,14,3,3,1,3,22.299240867878652,0,0,0,0,0,0,3,11,0,56,10.588092178952538,1.7020814183399917,12.864420347192087,62.96597855114012,2.5056222389647376,1.1246697110587993,0,0.5480311977963277,0.2833371630409044
